#t	<mx>	<my>	<mz>	B_ext_x	B_ext_y	B_ext_z
5.000000e-10	0.9961996208525914	0.00021247591892687567	0.0005404430786667786	1.963495406474983e-06	0	0
1.010000e-07	0.8835409777696722	0.016944624509615234	-0.013828481148495707	0.0003966094342887129	0	0
2.015000e-07	0.8764738109850673	0.017780615394984416	0.013309161289072937	0.0007911565347271468	0	0
3.020000e-07	0.8735055884093103	0.03764772324028135	-0.004557395322870704	0.0011855064722290792	0	0
4.025000e-07	0.8747114879987976	-0.015742739851151367	-0.03377447645162695	0.0015795609714365161	0	0
5.030000e-07	0.876145037776234	-0.022383925746622044	0.022831784373307948	0.001973221830617214	0	0
6.035000e-07	0.873437780544419	0.01996203295960667	-0.017074577115822318	0.0023663909461373723	0	0
7.040000e-07	0.8725530969429811	0.011867003388095558	0.040187088338163854	0.0027589703369098415	0	0
8.045000e-07	0.8719249231861382	-0.028900811300444144	0.01752702799576154	0.0031508621688119266	0	0
9.050000e-07	0.8747650150831299	-0.02259396348990909	-0.01649709533262852	0.0035419687790664484	0	0
1.005500e-06	0.8712784068531148	-0.011143344618880365	-0.04507876266702927	0.00393219270058014	0	0
1.106000e-06	0.8728007319427008	-0.016691595787939374	-0.06244644193487267	0.004321436686233279	0	0
1.206500e-06	0.8647652533903829	-0.057913199962896324	-0.0075918765839193955	0.0047096037331144855	0	0
1.307000e-06	0.8664007987775822	0.0004911466736868465	0.08648909832164971	0.005096597106694687	0	0
1.407500e-06	0.8712566890058592	0.06249785664812961	-0.0783965026143256	0.005482320364934173	0	0
1.508000e-06	0.8717637383540556	-0.05016312926680642	0.07995284614548068	0.005866677382316783	0	0
1.608500e-06	0.8723968221812949	-0.03787535607897761	-0.08587269137901149	0.00624957237380519	0	0
1.709000e-06	0.8729714368820418	0.04667396833014572	-0.037866828757618945	0.006630909918711358	0	0
1.809500e-06	0.8762146694048598	0.07513647518966635	-0.007830079026942214	0.007010594984476182	0	0
1.910000e-06	0.881301271138944	0.07949237527580606	-0.013636032402801979	0.007388532950352406	0	0
2.010500e-06	0.8802724762370717	0.03952799625136482	-0.07426026186842033	0.007764629630984782	0	0
2.111000e-06	0.882718616204544	-0.09758103851050982	-0.03725375217132293	0.008138791299882308	0	0
2.211500e-06	0.8819153726424823	0.057955734965624596	0.07220196233432152	0.0085109247127752	0	0
2.312000e-06	0.8834912621553372	-0.08895251269089294	-0.03644604770331816	0.008880937130852326	0	0
2.412500e-06	0.8849131861566016	0.05297908994487854	-0.056187978556430984	0.009248736343872499	0	0
2.513000e-06	0.885179411529063	0.05562835139566223	0.02340815660629304	0.009614230693144044	0	0
2.613500e-06	0.887115785455149	0.02488122129541698	0.015517784936023191	0.009977329094366945	0	0
2.714000e-06	0.8909906257307633	0.04695907326515623	0.0006987319272919919	0.010337941060331812	0	0
2.814500e-06	0.8907248819655762	0.009242397567432756	-0.029943247909944848	0.010695976723470056	0	0
2.915000e-06	0.8873004894165435	-0.007090813987115727	0.03698696289959275	0.011051346858249675	0	0
3.015500e-06	0.8938646908046483	-0.007797702736722297	-0.03846807202652068	0.011403962903410995	0	0
3.116000e-06	0.8917760718586919	0.02202464014822312	0.03361172745769338	0.011753736984036896	0	0
3.216500e-06	0.8885649803892463	-0.019801831416292482	0.041483950984575614	0.012100581933451992	0	0
3.317000e-06	0.8887399127008898	-0.03164820404455112	0.03748696953135805	0.012444411314945295	0	0
3.417500e-06	0.8903120527089519	-0.007697382351908433	0.042054090919481944	0.012785139443311	0	0
3.518000e-06	0.8921948195818964	0.04807701042635226	0.016437220359742905	0.013122681406201948	0	0
3.618500e-06	0.895247007611139	-0.04032973557975078	-0.03617087747665393	0.013456953085290508	0	0
3.719000e-06	0.8962041243844296	0.03352381932112846	0.021409994656206476	0.013787871177231592	0	0
3.819500e-06	0.8918550749405213	-0.05821415268717446	0.058603872915337724	0.014115353214422558	0	0
3.920000e-06	0.8970352743180593	-0.046748343790429935	-0.013963987313761209	0.014439317585555054	0	0
4.020500e-06	0.898740114968299	-0.038989316699571244	-0.01174035802364599	0.014759683555952524	0	0
4.121000e-06	0.8944082133714406	-0.03597726800942527	0.02596036673199061	0.015076371287690736	0	0
4.221500e-06	0.8925073081417686	0.002111067380841125	0.032734690671142444	0.015389301859493807	0	0
4.322000e-06	0.9017153260142258	-0.0021819359639874436	-0.009911685220737973	0.01569839728640207	0	0
4.422500e-06	0.8961198960732047	0.01646540989175194	0.00943152135705302	0.01600358053920658	0	0
4.523000e-06	0.9023089919024863	-0.00708763086189838	0.011278026288352002	0.016304775563645433	0	0
4.623500e-06	0.8963663671764154	-0.017752964446670322	0.00372607203939265	0.016601907299357167	0	0
4.724000e-06	0.8992474467623259	-0.01416578114904591	-0.007418300373310227	0.016894901698586418	0	0
4.824500e-06	0.9041231109793744	-0.019130393339574756	-0.03286263665725337	0.01718368574463726	0	0
4.925000e-06	0.899907481777008	-0.03791183791597724	-0.0015315495740903149	0.017468187470069584	0	0
5.025500e-06	0.8988617182761249	0.03411888170287372	0.04917085724126468	0.017748335974633985	0	0
5.126000e-06	0.8986554741776079	-0.009389939770133405	-0.0438925964900669	0.018024061442940744	0	0
5.226500e-06	0.9044324090403332	0.043131611681727175	0.026888401246799414	0.01829529516185836	0	0
5.327000e-06	0.8983954733572517	0.01151418166451165	0.02516265046730603	0.018561969537637505	0	0
5.427500e-06	0.8979452599132143	-0.003095920394743435	0.024035214833219354	0.018824018112755914	0	0
5.528000e-06	0.8982187713345903	0.027334930327812278	0.023103570159779832	0.019081375582480194	0	0
5.628500e-06	0.9001307638506416	0.03516150665496528	-0.039800859895110875	0.01933397781114031	0	0
5.729000e-06	0.8994487503414396	-0.021133573468694	-0.04692921003218459	0.019581761848112743	0	0
5.829500e-06	0.8964776788211194	0.03260657912385247	0.04946239068790322	0.0198246659435083	0	0
5.930000e-06	0.9046257753721938	-0.03325879838875929	-0.050091055727128145	0.020062629563560745	0	0
6.030500e-06	0.8939937393862595	0.04168485644420233	-0.03045019716379475	0.02029559340571231	0	0
6.131000e-06	0.9031167712501537	0.05633365582956078	0.035208204052700816	0.020523499413392387	0	0
6.231500e-06	0.9013742596373975	-0.01220742713239699	0.056356439416930096	0.020746290790485736	0	0
6.332000e-06	0.8971207160050684	-0.004818535941384184	0.049382475454936625	0.020963912015486568	0	0
6.432500e-06	0.901220827441904	-0.005644850318891363	0.04885074150095564	0.02117630885533494	0	0
6.533000e-06	0.8963082656674355	-0.03840665557409162	0.009815618488131448	0.02138342837893213	0	0
6.633500e-06	0.8973769688499609	0.0026072356425532336	0.04798444379377609	0.021585218970331506	0	0
6.734000e-06	0.897189139518305	0.02679784407968394	-0.01764122008500473	0.02178163034160165	0	0
6.834500e-06	0.8992738784539936	0.011948138141340313	0.03260339427938189	0.021972613545358552	0	0
6.935000e-06	0.8898117999970465	-0.029134358428395613	-0.005462567225985578	0.022158120986963698	0	0
7.035500e-06	0.8988074576233267	0.02899418922586694	-0.06642420660886197	0.02233810643638508	0	0
7.136000e-06	0.8955631208136449	0.029139926200408974	0.006580668568803531	0.022512525039718102	0	0
7.236500e-06	0.9027965837091668	0.0348444274723439	-0.005033274728144874	0.02268133333036354	0	0
7.337000e-06	0.9060793363303024	0.029844145247187974	0.032278064025852614	0.02284448923985981	0	0
7.437500e-06	0.8936288804178657	-0.01864399886168757	0.027524388042822808	0.023001952108366787	0	0
7.538000e-06	0.8867843757385429	-0.0305985849422145	0.017535520005537784	0.02315368269479856	0	0
7.638500e-06	0.8932091341691	0.01839080863282466	-0.020910872117978724	0.023299643186602645	0	0
7.739000e-06	0.9007077190395112	-0.022539529407452002	-0.026181311294954428	0.023439797209183044	0	0
