#position_x	position_y	position_z	radius	msat
1.63e+09	0	0	1.750037584724802e-08	400000
1.64e+09	0	0	4.650169942200944e-08	400000
1.65e+09	0	0	2.3467432128294637e-08	400000
1.66e+09	0	0	2.5366389668810676e-08	400000
1.67e+09	0	0	1.9791214306014628e-08	400000
1.68e+09	0	0	1.7798403405183227e-08	400000
1.69e+09	0	0	1.8885104848142177e-08	400000
1.7e+09	0	0	6.136077794246741e-08	400000
1.71e+09	0	0	2.331193086207718e-08	400000
1.72e+09	0	0	2.4415877267107438e-08	400000
1.73e+09	0	0	2.4907135915608473e-08	400000
1.74e+09	0	0	2.932564877546803e-08	400000
1.75e+09	0	0	2.4481669475083767e-08	400000
1.76e+09	0	0	2.8355003232632668e-08	400000
1.77e+09	0	0	2.3367392525743718e-08	400000
1.78e+09	0	0	2.9031031170983947e-08	400000
1.79e+09	0	0	3.7008704747623164e-08	400000
1.8e+09	0	0	4.114413157187638e-08	400000
1.81e+09	0	0	2.9042455074495372e-08	400000
1.82e+09	0	0	2.8770091430820708e-08	400000
1.83e+09	0	0	2.9245602465107626e-08	400000
1.84e+09	0	0	2.2898032347800137e-08	400000
1.85e+09	0	0	3.499809199796497e-08	400000
1.86e+09	0	0	2.9524525087279587e-08	400000
1.87e+09	0	0	1.4806792961388235e-08	400000
1.88e+09	0	0	3.2234085990622555e-08	400000
1.89e+09	0	0	1.945259580897935e-08	400000
1.9e+09	0	0	2.3031887287395577e-08	400000
1.91e+09	0	0	2.3224641885751458e-08	400000
1.92e+09	0	0	3.9204335755170877e-08	400000
1.93e+09	0	0	2.761578259806849e-08	400000
1.94e+09	0	0	3.036892843718708e-08	400000
1.95e+09	0	0	2.986524740707024e-08	400000
1.96e+09	0	0	3.9877139763818745e-08	400000
1.97e+09	0	0	3.060982596308655e-08	400000
1.98e+09	0	0	3.0172198867862815e-08	400000
1.99e+09	0	0	1.9619220821875717e-08	400000
2e+09	0	0	3.799568918590085e-08	400000
2.01e+09	0	0	4.042414955727343e-08	400000
2.02e+09	0	0	3.978463797712622e-08	400000
2.03e+09	0	0	3.937241635587214e-08	400000
2.04e+09	0	0	2.702685692503192e-08	400000
2.05e+09	0	0	2.6368721130741186e-08	400000
2.06e+09	0	0	1.562648523751323e-08	400000
2.07e+09	0	0	3.311943613755904e-08	400000
2.08e+09	0	0	1.4796827106286066e-08	400000
2.09e+09	0	0	5.1960049854892575e-08	400000
2.1e+09	0	0	2.2955269638078028e-08	400000
2.11e+09	0	0	1.712285489433974e-08	400000
2.12e+09	0	0	2.441660234218353e-08	400000
2.13e+09	0	0	3.580361076086281e-08	400000
2.14e+09	0	0	2.9371067517803993e-08	400000
2.15e+09	0	0	1.5914348400962697e-08	400000
2.16e+09	0	0	2.632052747188093e-08	400000
2.17e+09	0	0	1.0787230738967008e-08	400000
2.18e+09	0	0	2.314648835932344e-08	400000
2.19e+09	0	0	1.445834492828487e-08	400000
2.2e+09	0	0	1.084209478831719e-08	400000
2.21e+09	0	0	3.4773846845819475e-08	400000
2.22e+09	0	0	3.207343220627244e-08	400000
2.23e+09	0	0	1.5970699484409445e-08	400000
2.24e+09	0	0	3.92030173348769e-08	400000
2.25e+09	0	0	1.3413901373137869e-08	400000
2.26e+09	0	0	1.9552218908302644e-08	400000
2.27e+09	0	0	3.0275438233587095e-08	400000
2.28e+09	0	0	2.353475624219157e-08	400000
2.29e+09	0	0	1.6081081202928517e-08	400000
2.3e+09	0	0	2.3057044846345676e-08	400000
2.31e+09	0	0	3.272737986052598e-08	400000
2.32e+09	0	0	1.7227029399321135e-08	400000
2.33e+09	0	0	2.897086380346099e-08	400000
2.34e+09	0	0	2.0918242007419956e-08	400000
2.35e+09	0	0	1.4581016341665294e-08	400000
2.36e+09	0	0	1.6874937323224123e-08	400000
2.37e+09	0	0	3.683466173984648e-08	400000
2.38e+09	0	0	3.923351890586234e-08	400000
2.39e+09	0	0	2.8658814647850575e-08	400000
2.4e+09	0	0	2.1448868178253584e-08	400000
2.41e+09	0	0	2.8596473648061863e-08	400000
2.42e+09	0	0	3.896630885862312e-08	400000
2.43e+09	0	0	1.5720770318050874e-08	400000
2.44e+09	0	0	2.2386877609093942e-08	400000
2.45e+09	0	0	3.0594964540091393e-08	400000
2.46e+09	0	0	2.5995299813134826e-08	400000
2.47e+09	0	0	2.8299124443420984e-08	400000
2.48e+09	0	0	3.2079064770313354e-08	400000
2.49e+09	0	0	1.22582127826025e-08	400000
2.5e+09	0	0	2.847213948226405e-08	400000
2.51e+09	0	0	1.858276943648337e-08	400000
2.52e+09	0	0	1.542237256650941e-08	400000
2.53e+09	0	0	2.3284527212756658e-08	400000
2.54e+09	0	0	1.052947489526082e-08	400000
2.55e+09	0	0	3.0830170301229844e-08	400000
2.56e+09	0	0	2.5702894864796222e-08	400000
2.57e+09	0	0	2.644082971435731e-08	400000
2.58e+09	0	0	2.435286253961711e-08	400000
2.59e+09	0	0	1.3261612475577461e-08	400000
2.6e+09	0	0	2.513613741538646e-08	400000
2.61e+09	0	0	4.426091288344469e-08	400000
2.62e+09	0	0	1.875637019286755e-08	400000
2.63e+09	0	0	1.51919809923652e-08	400000
2.64e+09	0	0	1.2962380196777866e-08	400000
2.65e+09	0	0	1.7203077325185924e-08	400000
2.66e+09	0	0	3.294234284383831e-08	400000
2.67e+09	0	0	2.8450757657972818e-08	400000
2.68e+09	0	0	1.91349489113779e-08	400000
2.69e+09	0	0	2.2420261469825282e-08	400000
2.7e+09	0	0	3.900954480853233e-08	400000
2.71e+09	0	0	2.7791989416311398e-08	400000
2.72e+09	0	0	2.8778965718056817e-08	400000
2.73e+09	0	0	2.379767629075368e-08	400000
2.74e+09	0	0	3.4471694934026924e-08	400000
2.75e+09	0	0	1.7556356355717216e-08	400000
2.76e+09	0	0	4.654746640714447e-08	400000
2.77e+09	0	0	1.8815183973564035e-08	400000
2.78e+09	0	0	2.3882535955265984e-08	400000
2.79e+09	0	0	2.2411356570298008e-08	400000
2.8e+09	0	0	1.987204944372202e-08	400000
2.81e+09	0	0	1.9581013715434017e-08	400000
2.82e+09	0	0	3.491042273950989e-08	400000
2.83e+09	0	0	2.6238652857127372e-08	400000
2.84e+09	0	0	3.598514364027167e-08	400000
2.85e+09	0	0	2.977119726579909e-08	400000
2.86e+09	0	0	2.6452111313265732e-08	400000
2.87e+09	0	0	2.067318456743698e-08	400000
2.88e+09	0	0	4.326748182274415e-08	400000
2.89e+09	0	0	1.5751942643148622e-08	400000
2.9e+09	0	0	1.947585636422227e-08	400000
2.91e+09	0	0	1.7519041745150444e-08	400000
2.92e+09	0	0	2.224312709114436e-08	400000
2.93e+09	0	0	2.313013083741158e-08	400000
2.94e+09	0	0	3.570391528907555e-08	400000
2.95e+09	0	0	5.409057193783874e-08	400000
2.96e+09	0	0	2.307353319847641e-08	400000
2.97e+09	0	0	2.1918305829473206e-08	400000
2.98e+09	0	0	4.320670565340149e-08	400000
2.99e+09	0	0	3.3721962111493455e-08	400000
3e+09	0	0	3.339481823743393e-08	400000
3.01e+09	0	0	2.354384559471337e-08	400000
3.02e+09	0	0	1.557059897166187e-08	400000
3.03e+09	0	0	1.7835007222692303e-08	400000
3.04e+09	0	0	3.459141518650153e-08	400000
3.05e+09	0	0	3.6503702297476235e-08	400000
3.06e+09	0	0	4.22531124174992e-08	400000
3.07e+09	0	0	2.576368249389718e-08	400000
3.08e+09	0	0	2.8254174868997248e-08	400000
3.09e+09	0	0	1.2829342893725501e-08	400000
3.1e+09	0	0	1.5524213660611632e-08	400000
3.11e+09	0	0	3.709649706446993e-08	400000
3.12e+09	0	0	6.149121903730091e-08	400000
3.13e+09	0	0	1.707237279427711e-08	400000
3.14e+09	0	0	2.3145621900937098e-08	400000
3.15e+09	0	0	4.3589958960857964e-08	400000
3.16e+09	0	0	2.2602966487614735e-08	400000
3.17e+09	0	0	1.1664747500761679e-08	400000
3.18e+09	0	0	4.192211463541587e-08	400000
3.19e+09	0	0	1.7390927073743204e-08	400000
3.2e+09	0	0	3.518244791826408e-08	400000
3.21e+09	0	0	1.2271713452389192e-08	400000
3.22e+09	0	0	3.7212502665345085e-08	400000
3.23e+09	0	0	1.2850077849906304e-08	400000
3.24e+09	0	0	1.9717271946216863e-08	400000
3.25e+09	0	0	5.678703814000657e-08	400000
3.26e+09	0	0	1.407340286742888e-08	400000
3.27e+09	0	0	1.5152130041686343e-08	400000
3.28e+09	0	0	2.7946445567606265e-08	400000
3.29e+09	0	0	1.783918848053201e-08	400000
3.3e+09	0	0	1.6152062094772298e-08	400000
3.31e+09	0	0	2.437452704352761e-08	400000
3.32e+09	0	0	2.399675676645696e-08	400000
3.33e+09	0	0	2.4968894311052643e-08	400000
3.34e+09	0	0	1.8656091952031864e-08	400000
3.35e+09	0	0	2.0159726305387715e-08	400000
3.36e+09	0	0	3.210109697136158e-08	400000
3.37e+09	0	0	3.584857486972526e-08	400000
3.38e+09	0	0	2.1343370745602347e-08	400000
3.39e+09	0	0	2.102357504734183e-08	400000
3.4e+09	0	0	2.6912519973454282e-08	400000
3.41e+09	0	0	2.6481194359254846e-08	400000
3.42e+09	0	0	1.9761285891336425e-08	400000
3.43e+09	0	0	1.773033854974014e-08	400000
3.44e+09	0	0	4.5152752631449014e-08	400000
3.45e+09	0	0	3.342481788685045e-08	400000
3.46e+09	0	0	1.6533715454643028e-08	400000
3.47e+09	0	0	4.8774291754100986e-08	400000
3.48e+09	0	0	3.697097769743202e-08	400000
3.49e+09	0	0	1.908152639810327e-08	400000
3.5e+09	0	0	1.9548135175948302e-08	400000
3.51e+09	0	0	2.678945422066674e-08	400000
3.52e+09	0	0	2.948857946658424e-08	400000
3.53e+09	0	0	2.107266709565114e-08	400000
3.54e+09	0	0	1.6262889634254025e-08	400000
3.55e+09	0	0	2.239363050650929e-08	400000
3.56e+09	0	0	3.147563864821798e-08	400000
3.57e+09	0	0	2.0072395413425498e-08	400000
3.58e+09	0	0	1.6732959705581147e-08	400000
3.59e+09	0	0	3.8668770530836216e-08	400000
3.6e+09	0	0	3.8724647984609317e-08	400000
3.61e+09	0	0	2.7785183057292203e-08	400000
3.62e+09	0	0	1.7942445725727422e-08	400000
3.63e+09	0	0	1.561318645102596e-08	400000
3.64e+09	0	0	2.478060807111944e-08	400000
3.65e+09	0	0	2.8736144623660942e-08	400000
3.66e+09	0	0	4.250919452322051e-08	400000
3.67e+09	0	0	2.0719951161852578e-08	400000
3.68e+09	0	0	3.480309450330901e-08	400000
3.69e+09	0	0	2.4091719842119377e-08	400000
3.7e+09	0	0	2.4786256223163257e-08	400000
3.71e+09	0	0	3.950296642403307e-08	400000
3.72e+09	0	0	1.7550707119765637e-08	400000
3.73e+09	0	0	3.307540325123623e-08	400000
3.74e+09	0	0	2.897051721324324e-08	400000
3.75e+09	0	0	1.5728374157235295e-08	400000
3.76e+09	0	0	3.030115094949489e-08	400000
3.77e+09	0	0	5.2868260451034255e-08	400000
3.78e+09	0	0	2.2552769265350176e-08	400000
3.79e+09	0	0	2.8180401377261275e-08	400000
3.8e+09	0	0	4.3208184895406825e-08	400000
3.81e+09	0	0	3.2840859514471256e-08	400000
3.82e+09	0	0	2.6736130782420593e-08	400000
3.83e+09	0	0	1.476668741425159e-08	400000
3.84e+09	0	0	2.7249201636587432e-08	400000
3.85e+09	0	0	9.894309618256541e-09	400000
3.86e+09	0	0	1.595693017228629e-08	400000
3.87e+09	0	0	4.571466902884393e-08	400000
3.88e+09	0	0	3.008487317300981e-08	400000
3.89e+09	0	0	2.635179947858464e-08	400000
3.9e+09	0	0	1.689236739410237e-08	400000
3.91e+09	0	0	2.9835114998624566e-08	400000
3.92e+09	0	0	1.9893917480378145e-08	400000
3.93e+09	0	0	1.88475745849848e-08	400000
3.94e+09	0	0	1.8987361097352388e-08	400000
3.95e+09	0	0	2.316479041779797e-08	400000
3.96e+09	0	0	2.9100434891241607e-08	400000
3.97e+09	0	0	3.7494833706787686e-08	400000
3.98e+09	0	0	2.0414482701177624e-08	400000
3.99e+09	0	0	2.951010352189549e-08	400000
4e+09	0	0	2.8179834604960958e-08	400000
4.01e+09	0	0	2.4022256477072035e-08	400000
4.02e+09	0	0	2.6378885360677935e-08	400000
4.03e+09	0	0	3.306594306871811e-08	400000
4.04e+09	0	0	2.1471933189080002e-08	400000
4.05e+09	0	0	2.51346289404285e-08	400000
4.06e+09	0	0	1.4394132437897123e-08	400000
4.07e+09	0	0	2.644320445087599e-08	400000
4.08e+09	0	0	3.63240227082172e-08	400000
4.09e+09	0	0	2.553378462754783e-08	400000
4.1e+09	0	0	1.8361128535902667e-08	400000
4.11e+09	0	0	2.3471006279412953e-08	400000
4.12e+09	0	0	2.1645283838893745e-08	400000
4.13e+09	0	0	4.120599526383056e-08	400000
4.14e+09	0	0	9.486638656561937e-09	400000
4.15e+09	0	0	3.3815580162962106e-08	400000
4.16e+09	0	0	3.3470799518348616e-08	400000
4.17e+09	0	0	2.0782014005059386e-08	400000
4.18e+09	0	0	2.1983565260167216e-08	400000
4.19e+09	0	0	2.4239019155439604e-08	400000
4.2e+09	0	0	2.646937030107468e-08	400000
4.21e+09	0	0	3.5560608989656696e-08	400000
4.22e+09	0	0	3.522896391743372e-08	400000
4.23e+09	0	0	2.3762557146789797e-08	400000
4.24e+09	0	0	1.5557732045921507e-08	400000
4.25e+09	0	0	2.6150648400723403e-08	400000
4.26e+09	0	0	2.8179392932581177e-08	400000
4.27e+09	0	0	2.5858099675838156e-08	400000
4.28e+09	0	0	2.0435280659671368e-08	400000
4.29e+09	0	0	2.2846337677974362e-08	400000
4.3e+09	0	0	1.3410570956046167e-08	400000
4.31e+09	0	0	3.012077103931966e-08	400000
4.32e+09	0	0	3.631931809676973e-08	400000
4.33e+09	0	0	2.319180077525862e-08	400000
4.34e+09	0	0	6.068678467105336e-08	400000
4.35e+09	0	0	3.218316282735768e-08	400000
4.36e+09	0	0	2.2626599078726418e-08	400000
4.37e+09	0	0	2.5426455952583478e-08	400000
4.38e+09	0	0	2.9592130385762673e-08	400000
4.39e+09	0	0	1.9318271834666096e-08	400000
4.4e+09	0	0	2.69748590245634e-08	400000
4.41e+09	0	0	2.705254598735919e-08	400000
4.42e+09	0	0	1.5163863991114504e-08	400000
4.43e+09	0	0	3.38600647143087e-08	400000
4.44e+09	0	0	2.278553660687538e-08	400000
4.45e+09	0	0	2.801411439547172e-08	400000
4.46e+09	0	0	1.4037503145477419e-08	400000
4.47e+09	0	0	3.66558742565335e-08	400000
4.48e+09	0	0	1.76312221668376e-08	400000
4.49e+09	0	0	1.1723195847748711e-08	400000
4.5e+09	0	0	2.7215886708981165e-08	400000
4.51e+09	0	0	2.088493681898585e-08	400000
4.52e+09	0	0	2.6448451344595192e-08	400000
4.53e+09	0	0	5.313124696147501e-08	400000
4.54e+09	0	0	1.945293454610942e-08	400000
4.55e+09	0	0	1.5320197533080246e-08	400000
4.56e+09	0	0	2.1764654266487496e-08	400000
4.57e+09	0	0	2.9404999596834175e-08	400000
4.58e+09	0	0	2.9652518394730287e-08	400000
4.59e+09	0	0	3.715763102511481e-08	400000
4.6e+09	0	0	1.3656197527717683e-08	400000
4.61e+09	0	0	2.2017051628509198e-08	400000
4.62e+09	0	0	2.8749826329776863e-08	400000
4.63e+09	0	0	1.8642658288424397e-08	400000
4.64e+09	0	0	1.9197078342914534e-08	400000
4.65e+09	0	0	2.2230454503859812e-08	400000
4.66e+09	0	0	3.439920921097532e-08	400000
4.67e+09	0	0	2.3061879453567455e-08	400000
4.68e+09	0	0	2.2601432139901885e-08	400000
4.69e+09	0	0	4.208012899334523e-08	400000
4.7e+09	0	0	3.8625285947688346e-08	400000
4.71e+09	0	0	3.141564218765973e-08	400000
4.72e+09	0	0	3.390111288529635e-08	400000
4.73e+09	0	0	1.7081508730294935e-08	400000
4.74e+09	0	0	2.034443147060554e-08	400000
4.75e+09	0	0	2.2263217011369133e-08	400000
4.76e+09	0	0	2.481449375030788e-08	400000
4.77e+09	0	0	1.899740146533165e-08	400000
4.78e+09	0	0	3.3476142838918246e-08	400000
4.79e+09	0	0	2.0464068732218984e-08	400000
4.8e+09	0	0	2.6848902678617806e-08	400000
4.81e+09	0	0	2.6252138146585275e-08	400000
4.82e+09	0	0	2.7280459253222674e-08	400000
4.83e+09	0	0	2.7202579146045027e-08	400000
4.84e+09	0	0	1.9584135887536768e-08	400000
4.85e+09	0	0	2.246717478738208e-08	400000
4.86e+09	0	0	3.3352892883067753e-08	400000
4.87e+09	0	0	5.869831155149417e-08	400000
4.88e+09	0	0	2.0604637322612084e-08	400000
4.89e+09	0	0	2.138098513681297e-08	400000
4.9e+09	0	0	2.3882628904409444e-08	400000
4.91e+09	0	0	2.678521016916281e-08	400000
4.92e+09	0	0	2.191455992291493e-08	400000
4.93e+09	0	0	1.7063844351152655e-08	400000
4.94e+09	0	0	4.8588152520793046e-08	400000
4.95e+09	0	0	2.1924108281216305e-08	400000
4.96e+09	0	0	2.921314577860905e-08	400000
4.97e+09	0	0	2.2510236089147452e-08	400000
4.98e+09	0	0	3.432232805246288e-08	400000
4.99e+09	0	0	2.4646825942098257e-08	400000
