#t	<mx>	<my>	<mz>	Dt	B_x@(0.2,0,0)	B_y@(0.2,0,0)	B_z@(0.2,0,0)	B_x@(-0.2,0,0)	B_y@(-0.2,0,0)	B_z@(-0.2,0,0)
1.600000e-10	0.9752222944284423	0.08233444805430612	-0.18883298737428625	1.6e-10	2.2281525603837884e-19	-9.415912890851248e-21	2.1566699526520056e-20	2.2281431621266347e-19	-9.395523829939127e-21	2.15770860069906e-20
1.603200e-07	-0.8713313046059208	0.03736104550477535	0.04331492859107758	1.6e-10	-1.993628259022065e-19	-4.22984708181691e-21	-4.916275499357317e-21	-1.9879357103909193e-19	-4.3062500788255366e-21	-4.980142482495939e-21
3.204800e-07	-0.852647342269281	0.0014720584272141625	-0.007043014024273874	1.6e-10	-1.951435059301914e-19	-1.5128038445568787e-22	8.0693264936434645e-22	-1.944752228574015e-19	-1.8505026240603972e-22	8.022283083332841e-22
4.806400e-07	-0.8483690454692935	0.01093995382443407	-0.004420278955036562	1.6e-10	-1.941715653713607e-19	-1.2352726779185253e-21	5.1054322695753e-22	-1.9349218803945544e-19	-1.2642434490862446e-21	4.993831370482155e-22
6.408000e-07	-0.8451498456962677	0.010525032556889248	-0.05738207375779742	1.6e-10	-1.934456266447697e-19	-1.192010837653888e-21	6.5149580533262136e-21	-1.9274710744783398e-19	-1.2127082796319132e-21	6.595462846232269e-21
8.009600e-07	-0.849477030385683	-0.010736313472603825	-0.0173996403278749	1.6e-10	-1.9442170886841937e-19	1.1928827353963391e-21	1.9709932569641355e-21	-1.937483395476006e-19	1.2601089012278383e-21	2.004406571018888e-21
9.611200e-07	-0.8453996644486613	-0.022366652586527827	-0.01276154880464048	1.6e-10	-1.9350527373602902e-19	2.5497139444450725e-21	1.4495365364752405e-21	-1.928016161011545e-19	2.5605279605574482e-21	1.466170595886209e-21
1.121280e-06	-0.8530136589829722	0.030928459678718732	0.03468989487306872	1.6e-10	-1.9522587796434205e-19	-3.480241576084991e-21	-3.902554248799809e-21	-1.9456023949696427e-19	-3.586163879098872e-21	-4.023253703744242e-21
1.281440e-06	-0.8524658627461335	-0.022928429390491514	0.028356065247610057	1.6e-10	-1.9509513850196508e-19	2.618669712948289e-21	-3.1826964683082416e-21	-1.9444066200506188e-19	2.619927083136717e-21	-3.2959800228804607e-21
1.441600e-06	-0.8532846318234463	-0.04055164478414373	0.013270827843262667	1.6e-10	-1.9527306714640577e-19	4.5811081201324386e-21	-1.5045162569168283e-21	-1.9463687204562733e-19	4.683965318654099e-21	-1.5275454963043688e-21
1.601760e-06	-0.8444113918178162	-0.0016726462955203864	0.04689036388138521	1.6e-10	-1.9327348467489142e-19	2.0511743648487745e-22	-5.290857555223296e-21	-1.9258181077864114e-19	1.770401364476717e-22	-5.422457782033786e-21
1.761920e-06	-0.8548240650540521	-0.009425601665611584	0.013846792550203187	1.6e-10	-1.9563150809305256e-19	1.0779609127653562e-21	-1.5720388637353267e-21	-1.9498187817568357e-19	1.0755638845968673e-21	-1.5916174703655302e-21
1.922080e-06	-0.8584134504237526	-0.04803984326076523	-0.004160762897213389	1.6e-10	-1.964417378637171e-19	5.4166413768869314e-21	5.005367902060759e-22	-1.9581182420169146e-19	5.5593021556788296e-21	4.500941700785505e-22
2.082240e-06	-0.8556335789809394	0.01079130988806755	-0.030768376157747586	1.6e-10	-1.9580702899411344e-19	-1.2070693863089162e-21	3.495371256635341e-21	-1.9517626435045015e-19	-1.2584846065627323e-21	3.534464028431383e-21
2.242400e-06	-0.8556258572557662	0.017481332724772293	-0.04953170682858279	1.6e-10	-1.9581324249867633e-19	-1.9717762520131146e-21	5.6217327914174925e-21	-1.951665256751697e-19	-2.0222869212810605e-21	5.6950723526610906e-21
2.402560e-06	-0.8580097574265053	-0.01649571112333434	-0.035566940038910214	1.6e-10	-1.9634166225867472e-19	1.8537026951158152e-21	4.030362838380316e-21	-1.9572743184664511e-19	1.9151695457647783e-21	4.095823365313033e-21
2.562720e-06	-0.8552777608449669	-0.01547929958895856	0.007335495541007998	1.6e-10	-1.9573033162900044e-19	1.780017175773625e-21	-8.176647113537074e-22	-1.9509037304101985e-19	1.7566299779279617e-21	-8.583202436256393e-22
2.722880e-06	-0.8653992786476901	-0.02130399951639536	0.025193845478160507	1.6e-10	-1.9800734095557638e-19	2.4260810316258954e-21	-2.812682995695784e-21	-1.974384084789615e-19	2.441369814771551e-21	-2.9435020670685145e-21
2.883040e-06	-0.8572694944621768	0.010581696778030211	-0.03517986265551598	1.6e-10	-1.9616733249550108e-19	-1.2039512315576062e-21	3.996906901257789e-21	-1.9556349715974247e-19	-1.2137104827860275e-21	4.040842006468505e-21
3.043200e-06	-0.8642986479387501	0.011119033437338045	-0.003918782140420178	1.6e-10	-1.9777029522838963e-19	-1.2326030960050285e-21	4.2067721401271667e-22	-1.9717251835351638e-19	-1.3078285022833245e-21	4.746720163609552e-22
3.203360e-06	-0.8616938815871533	-0.01931109010218176	0.005827379032499039	1.6e-10	-1.971800203390272e-19	2.1966817084020553e-21	-6.519863485434131e-22	-1.9657253958612562e-19	2.215440562732649e-21	-6.794302932495303e-22
