#t	<mx>	<my>	<mz>	Dt	B_x@(0.2,0,0)	B_y@(0.2,0,0)	B_z@(0.2,0,0)	B_x@(-0.2,0,0)	B_y@(-0.2,0,0)	B_z@(-0.2,0,0)
1.600000e-10	0.6742079969791791	-0.7318251467998187	-0.061683926580255545	1.6e-10	7.877276589722218e-20	4.2752307463062376e-20	3.603490868734985e-21	7.530650429606422e-20	4.087105897230601e-20	3.444937747563446e-21
1.603200e-07	0.9364353689972587	0.12042874664617478	0.06766758138288763	1.6e-10	1.0941085906051934e-19	-7.035064753771246e-21	-3.95316033655442e-21	1.0459621750565075e-19	-6.7259372878204255e-21	-3.779008275384235e-21
3.204800e-07	0.9476179151962785	0.03603627058174847	-0.02532929889683337	1.6e-10	1.1071729558841914e-19	-2.105244413312208e-21	1.4796405578983502e-21	1.0584536394790347e-19	-2.012510257921786e-21	1.4146552491530282e-21
4.806400e-07	0.9240045918925792	0.017478133652591373	0.12647663550864569	1.6e-10	1.0795851011854012e-19	-1.0208665294509456e-21	-7.388419475600457e-21	1.0320771640660377e-19	-9.762943155239102e-22	-7.063658482434889e-21
6.408000e-07	0.9320904036016346	0.19390670273593316	-0.17157241376762053	1.6e-10	1.0890316554941971e-19	-1.1327684559853749e-20	1.0023004100450408e-20	1.0411093760149034e-19	-1.0829420851876412e-20	9.582035618651026e-21
8.009600e-07	0.9143342178464506	0.11450144978784908	0.2658919286345011	1.6e-10	1.0682845425121635e-19	-6.689048273001368e-21	-1.5533151009833168e-20	1.0212775431671451e-19	-6.394674618081062e-21	-1.4849491074841693e-20
9.611200e-07	0.9543705360640832	0.014134085432822088	-0.1359620083402886	1.6e-10	1.1150624368980956e-19	-8.255733503828031e-22	7.942739259346294e-21	1.0659961684773851e-19	-7.894771841365088e-22	7.593213952434491e-21
1.121280e-06	0.9292215326730863	0.024452972711021453	0.06194219809703732	1.6e-10	1.0856798220192695e-19	-1.4282728148080984e-21	-3.6188285584415554e-21	1.0379048765412997e-19	-1.3658778293483819e-21	-3.459126477462759e-21
1.281440e-06	0.9304771531743212	0.1314104192995051	0.08332862106046818	1.6e-10	1.0871452751249242e-19	-7.677139653531343e-21	-4.867977206094066e-21	1.0393088476797992e-19	-7.338735122588433e-21	-4.653724599951232e-21
1.441600e-06	0.9185765128499399	0.18931230612155445	-0.23385867885805262	1.6e-10	1.0732418283024206e-19	-1.1059319264910039e-20	1.3661642525581728e-20	1.0260153729732532e-19	-1.0572800793362396e-20	1.3060650797266287e-20
1.601760e-06	0.8926063682350829	0.33765699342284455	-0.10633068290178631	1.6e-10	1.0428989248479113e-19	-1.9725398125550136e-20	6.211657155549626e-21	9.970077332233722e-20	-1.8857602677554464e-20	5.938414003803699e-21
1.761920e-06	0.8983583774882774	0.20039207515825103	0.06068137596589359	1.6e-10	1.0496195146078732e-19	-1.1706550316877546e-20	-3.5449205507563596e-21	1.0034324299885456e-19	-1.119161817454823e-20	-3.3889495935818e-21
1.922080e-06	0.9056332038395266	0.21215250828351598	0.048456399855551106	1.6e-10	1.0581187656025724e-19	-1.2393841189815701e-20	-2.8309423004301113e-21	1.0115585836300432e-19	-1.1848170358261927e-20	-2.706029169446054e-21
2.082240e-06	0.9134280030676462	0.1298241259845055	0.09147062636722543	1.6e-10	1.0672273189978789e-19	-7.583800232261137e-21	-5.34358185410979e-21	1.0202638519508929e-19	-7.250774743043863e-21	-5.1084789871414e-21
2.242400e-06	0.9237004495847709	-0.0661771895011859	0.24573839114987978	1.6e-10	1.0792290587875414e-19	3.8661775382389895e-21	-1.4355615189475e-20	1.0317380984852835e-19	3.695693558734828e-21	-1.3724134167003816e-20
2.402560e-06	0.9123897535938393	-0.02666796104120453	0.1435509865718626	1.6e-10	1.0660137101326965e-19	1.5580982385683868e-21	-8.386160807294901e-21	1.0191046788140834e-19	1.4891771374641761e-21	-8.01696599495694e-21
2.562720e-06	0.876108585909454	0.17875088744878107	0.06503898152511364	1.6e-10	1.0236233448448623e-19	-1.0442211227425326e-20	-3.799841270173122e-21	9.785803162560242e-20	-9.983081427771949e-21	-3.631979480684277e-21
2.722880e-06	0.8716204118140811	0.10499364633204536	0.10755021353508395	1.6e-10	1.0183800964137047e-19	-6.133477648292467e-21	-6.282668086378053e-21	9.735666090737382e-20	-5.863810371487161e-21	-6.006741480136101e-21
2.883040e-06	0.8782345838427592	-0.0072530608986463045	0.10357461617387363	1.6e-10	1.0261069253297752e-19	4.237046769130783e-22	-6.05073700256158e-21	9.809553359610159e-20	4.0507928298413854e-22	-5.784412047440758e-21
3.043200e-06	0.8787240185968196	-0.05743011466737058	0.01398573905334386	1.6e-10	1.0266786085777517e-19	3.3548266305706158e-21	-8.170520324437051e-22	9.815021669149657e-20	3.2075228024917478e-21	-7.810558643856587e-22
3.203360e-06	0.8875178231947349	-0.09027551834372599	0.03287410817601321	1.6e-10	1.036952860121303e-19	5.273639845741761e-21	-1.9204729444199058e-21	9.913247131251571e-20	5.041852454466311e-21	-1.835948891290611e-21
3.363520e-06	0.8542105916133886	-0.035311315350019815	0.11776501249421616	1.6e-10	9.980379243154728e-20	2.062749032230594e-21	-6.879708044175466e-21	9.541214123952748e-20	1.972158877920344e-21	-6.576932295911266e-21
3.523680e-06	0.8489028183718198	-0.020886214908846602	0.14364620354877766	1.6e-10	9.918364298553944e-20	1.220028755739061e-21	-8.391542095707132e-21	9.481928530351827e-20	1.166566730775945e-21	-8.022454290440061e-21
3.683840e-06	0.8340033567588229	-0.010345956950991731	0.1321128618707222	1.6e-10	9.744286491709965e-20	6.04244383412264e-22	-7.717700840970172e-21	9.315503597844463e-20	5.779467752981652e-22	-7.378412197108674e-21
3.844000e-06	0.7866802051077073	0.3124603138264002	0.26199197640726746	1.6e-10	9.191376133846498e-20	-1.825355134378514e-20	-1.5305114226253618e-20	8.78692038994568e-20	-1.745031033466506e-20	-1.4631880511904115e-20
4.004160e-06	0.818289171975094	0.24308127179412298	0.21024643115573466	1.6e-10	9.560682295957195e-20	-1.4200471709391896e-20	-1.2282263514099787e-20	9.13998545235728e-20	-1.3575661722942972e-20	-1.1741933352202126e-20
