#t	<mx>	<my>	<mz>	Dt	B_x@(0.2,0,0)	B_y@(0.2,0,0)	B_z@(0.2,0,0)	B_x@(-0.2,0,0)	B_y@(-0.2,0,0)	B_z@(-0.2,0,0)
1.600000e-10	0.9767343660515047	0.11153982296939588	-0.16623250591475797	1.6e-10	1.1498591027001578e-19	-6.565498794002406e-21	9.78485601462341e-21	1.08289437805689e-19	-6.183152621043208e-21	9.214998503824063e-21
1.603200e-07	-0.9375407134965524	0.01929489680343738	-0.004049216373027887	1.6e-10	-1.1037182115242788e-19	-1.1357451853099967e-21	2.3836410890946904e-22	-1.039441021485274e-19	-1.0696010498594593e-21	2.244499586410686e-22
3.204800e-07	-0.9226666534353138	-0.03976396620655196	0.055883604676200786	1.6e-10	-1.0862076175350715e-19	2.3405995792564817e-21	-3.2894861988455107e-21	-1.0229504374779852e-19	2.2042967160282623e-21	-3.097837708665279e-21
4.806400e-07	-0.928848747215824	0.01769059901682819	-0.026552857279959007	1.6e-10	-1.0934856461214089e-19	-1.0413085580093211e-21	1.5629852500544017e-21	-1.0298043003231859e-19	-9.80671183347539e-22	1.4719245509710575e-21
6.408000e-07	-0.9229638075076482	-0.01572649410667441	-0.023230078023294173	1.6e-10	-1.0865576142321559e-19	9.25761052094716e-22	1.3673695737135819e-21	-1.0232797296288075e-19	8.717326148613194e-22	1.2877547650070499e-21
8.009600e-07	-0.9316706739782395	-0.0215001147161828	0.005826191381256024	1.6e-10	-1.096808171380125e-19	1.2655383529842385e-21	-3.429300363340511e-22	-1.0329325545912077e-19	1.1918564996819875e-21	-3.229843056189986e-22
9.611200e-07	-0.9252239827958548	-0.029723444167531508	-0.043740080598455335	1.6e-10	-1.0892183534446476e-19	1.749574093017621e-21	2.574651060561004e-21	-1.0257856055572808e-19	1.6477208001368332e-21	2.4247032282140717e-21
1.121280e-06	-0.927205284199009	-0.014736480827528401	0.03838031713446501	1.6e-10	-1.091551378880807e-19	8.67393580286247e-22	-2.259174927553434e-21	-1.0279817524410744e-19	8.169375312412664e-22	-2.1275761772937525e-21
1.281440e-06	-0.9292587779100373	0.027196575246989995	-0.06855704681328922	1.6e-10	-1.0939690032947528e-19	-1.6008647481524299e-21	4.035395519459213e-21	-1.0302582974925753e-19	-1.5076191301912751e-21	3.8004568991616905e-21
1.441600e-06	-0.9196978010248855	0.008109956393237345	-0.011100053732961745	1.6e-10	-1.0827129529718815e-19	-4.77418272981895e-22	6.5336921634288735e-22	-1.0196585234381733e-19	-4.495278835470675e-22	6.153315747428581e-22
1.601760e-06	-0.9076366217825094	0.0096697587933301	-0.022199061238070337	1.6e-10	-1.0685136532028113e-19	-5.691514908094149e-22	1.3066958454875564e-21	-1.0062867015508182e-19	-5.360689922591379e-22	1.2305876190115075e-21
